OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,CONVERSION_TIME
fluxQ1,0.0003371521141049822,0.13482017846904584,1.7646402397544e-07,0.0004200762121037611,0.16785684691823505,0.9899498920641473,9.443176031112671
fluxQ2,0.00036034144625109583,0.1439239891870991,2.0409439805442e-07,0.0004517680799419374,0.1801494225732551,0.9883762668257225,9.443176031112671
fluxQ3,0.00035216068165921,0.14068777461492363,1.9983799225039e-07,0.0004470324286339722,0.17826771772622485,0.9886186807568211,9.443176031112671
fluxQ4,0.0003482269723667951,0.13911006424487488,1.9908219627466e-07,0.0004461862797920385,0.1778599404055868,0.9886617254010632,9.443176031112671
