OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,CONVERSION_TIME
k,5.607289605983038e-05,0.004481499330346928,6.40897063319e-09,8.00560468246637e-05,0.0063802514284715915,0.9998889943817609,0.4498131275177002
