OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,CONVERSION_TIME
fission_gas,5.334349575773e-08,0.17391146756780645,6.63868e-15,8.147809916446e-08,0.26956431649283896,0.9972928022169776,3.4582149982452393
max_fuel_cl_T,1.8925672097838608,0.11954315063659846,7.555309715726163,2.748692364693831,0.17632657274503083,0.9937717670680453,3.4582149982452393
max_fuel_surf_T,0.8928897059654446,0.1267871809226434,1.5905079767674661,1.2611534310968933,0.17867174951617326,0.9761239715254486,3.4582149982452393
radial_clad_T,4.973192660209e-08,0.26086268741123686,5.46257e-15,7.390917966806e-08,0.4010489861476842,0.9906098438473441,3.4582149982452393
