OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
CHF,93.01297271383176,7.9009242831985524,20344.485203405195,142.63409551508082,13.551048682542701,0.9882895879016059,0.9943932934286319,14.972771406173706
