OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2
fission_gas,0.0,0.1343,0.0,0.0,0.2492,0.9977
max_fuel_cl_T,1.6223,0.1026,6.0961,2.469,0.159,0.995
max_fuel_surf_T,0.6928,0.0985,1.1138,1.0554,0.1493,0.9833
radial_clad_T,0.0,0.2993,0.0,0.0,0.4441,0.9884
