OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
B-1,5.683094407742683,0.025006233851472395,61.10032344520916,7.816669587823779,0.03443450940449198,0.9969070055167596,0.9984880524400589,3.7304835319519043
B-2,5.424667200447741,0.025171990127378398,61.432560234276956,7.837892588845356,0.036453818279290645,0.9974960587235362,0.9987987143745725,3.7304835319519043
B-4,4.622564807405894,0.02025440932604837,37.14541182055545,6.094703587587789,0.026701433692981145,0.99783557880218,0.9989261759940867,3.7304835319519043
B-5,4.8651742038687855,0.02225887980954068,46.19683911360831,6.79682566450018,0.031068081715318017,0.997388725729557,0.9987063717352309,3.7304835319519043
B-7,4.260872283031846,0.01871345843990133,30.399520866355374,5.513576050654908,0.024212733365203437,0.9983177530348551,0.999162460214747,3.7304835319519043
B-8,5.1531574182854945,0.024333279951397828,50.94903005776405,7.1378589267205355,0.033758162097289185,0.9973962862700749,0.9987409909032146,3.7304835319519043
