OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2
fission_gas,6.2197145e-08,0.20032986067235473,6.91492e-15,8.3155996e-08,0.27078110724687576,0.9965748190879822
max_fuel_cl_T,1.8853129,0.11901980033144355,6.1949906,2.4889739,0.15806825831532478,0.995402991771698
max_fuel_surf_T,1.1426651,0.16294431407004595,2.208283,1.4860291,0.211625499650836,0.9688171744346619
radial_clad_T,4.62147e-08,0.24237721227109432,3.77462e-15,6.143791e-08,0.32437213230878115,0.9940966963768005
