OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
A-2,3.8604369906937186,0.014938881253310549,28.644260833134755,5.352033336325061,0.02072174624167644,0.9978405018030226,0.9989227417412228,2.3129000663757324
