OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
C-1,44.97567520918355,0.2502521880655175,3076.322158388942,55.46460275156528,0.30929080945957454,0.9617762117673738,0.9808613346756317,2.78098201751709
C-2,30.382724936067376,0.16819244782663811,1602.3031049587494,40.02877845948774,0.22129216658567205,0.9856543051522291,0.9928748112033244,2.78098201751709
C-3,28.942865716145448,0.1553391270225675,1280.2677562029621,35.78082945101975,0.19202852410210866,0.9899276783796422,0.994951679903991,2.78098201751709
C-4,26.928724666660287,0.14427083824893888,1098.5147708766915,33.14384966893091,0.177431752201536,0.9910346880994306,0.9955263075224211,2.78098201751709
C-5,57.59642939414677,0.29073585655426404,5019.214166557824,70.84641251720389,0.3572987928693974,0.949932189673355,0.974815931571806,2.78098201751709
C-6,65.0740994366561,0.3398660532437441,6091.105586485891,78.04553533986355,0.4072240424609308,0.9341952004050931,0.9666692215111318,2.78098201751709
C-7,27.54433416473554,0.14874769471023064,1372.2328550175625,37.04366146883381,0.20098049470869825,0.9878766587341741,0.9940200263987204,2.78098201751709
C-8,22.369575936497142,0.11838132187686337,810.0419679347281,28.461236233423318,0.1504423607404547,0.9939304437318729,0.996998582057177,2.78098201751709
C-9,21.853571952722827,0.11771224296511588,799.2130303410398,28.27035603491827,0.15238128056994002,0.9930454985755112,0.9965210995876056,2.78098201751709
C-10,59.60596777907009,0.3058856975310576,5136.393213257127,71.66863479414916,0.3679561549232805,0.9459117595621924,0.9727497336453983,2.78098201751709
C-11,58.936677913325184,0.3193255534905152,5040.58621655539,70.99708597228052,0.38469394351296005,0.9478829600814134,0.9736145644354282,2.78098201751709
C-12,31.60956304966757,0.17738408519108217,1615.2766231715639,40.19050414179404,0.22462295321833886,0.9860378812147629,0.9930262783281716,2.78098201751709
C-13,35.57677421391511,0.19707691793222878,1944.029115231727,44.09114554229372,0.24406219818873578,0.9845738305591951,0.9922920762714896,2.78098201751709
C-14,31.96121841532583,0.17791460723709163,1641.5904810225845,40.51654576864352,0.22511311127284944,0.9845788678223044,0.9922864030243604,2.78098201751709
C-15,49.011851459314244,0.2616700422229372,3574.599662294434,59.78795582970231,0.3198198614440673,0.9534837271727712,0.976597771902256,2.78098201751709
