OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
fission_gas,3.10422891562028e-06,9.82376521674626,1.336359525e-11,3.65562515196001e-06,11.464382689464221,-5.619364150892556,-0.054599718911366786,0.9193739891052246
max_fuel_cl_T,84.06956923373205,5.249381653808914,8661.791122837818,93.0687440703796,5.766554403475157,-5.427463490238167,0.030276994542927645,0.9193739891052246
max_fuel_surf_T,6.440853466574935,0.9223705890800487,66.15519608044032,8.133584454620259,1.1701038798052474,0.06583182238005747,0.3219653811535149,0.9193739891052246
radial_clad_T,9.1302631126813e-07,4.74799857862684,1.40573125e-12,1.18563537797299e-06,6.086257131338722,-1.1984803701344529,0.01905121345205793,0.9193739891052246
