OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2
fluxQ1,0.0005584114,0.2232057973742485,5.1793984e-07,0.0007196804,0.2873238641768694,0.9705018997192383
fluxQ2,0.00052218314,0.20888601429760453,4.3319275e-07,0.0006581738,0.2629529684782028,0.9753285050392151
fluxQ3,0.0005708259,0.2280988497659564,5.448307e-07,0.00073812646,0.29472450260072947,0.9689704179763794
fluxQ4,0.0005201429,0.20788952242583036,4.4712124e-07,0.0006686713,0.26696864515542984,0.9745352268218994
