OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2
fission_gas,8.760189e-08,0.2855053870007396,1.438742e-14,1.1994757e-07,0.3900922369211912,0.994132936000824
max_fuel_cl_T,1.9092114,0.11984296143054962,6.176738,2.4853044,0.15621052589267492,0.9949082136154175
max_fuel_surf_T,1.4839946,0.2110159257426858,3.866731,1.9664004,0.2794245257973671,0.9419543743133545
radial_clad_T,3.7385856e-08,0.19565809052437544,2.17464e-15,4.6632984e-08,0.2459653653204441,0.9962617754936218
