OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
k,0.0001024888312103663,0.008173635330340497,2.669566750142e-08,0.00016338808861547186,0.012964444304564534,0.9995287376673504,0.9998148485592027,0.6687140464782715
