OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2
fluxQ1,0.0004977615,0.19922212231904268,3.8866517e-07,0.0006234302,0.2495194785296917,0.9786982536315918
fluxQ2,0.0005623281,0.224527926184237,4.9541734e-07,0.0007038589,0.2805969212204218,0.9720037579536438
fluxQ3,0.0005316566,0.21252380684018135,4.5912668e-07,0.00067758886,0.2707821084186435,0.9741266369819641
fluxQ4,0.00049925747,0.19951646681874988,3.9285587e-07,0.0006267822,0.2502571325749159,0.9774233102798462
