OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
C-1,45.01284038813271,0.25045599790987777,3079.982343705647,55.49758862964811,0.30946291169913326,0.961730733387271,0.9808269505426579,2.7834174633026123
C-2,30.34293701759908,0.16796756139405522,1606.7114999555586,40.08380595646524,0.22160522017836012,0.9856148360348087,0.9928588853145274,2.7834174633026123
C-3,28.795082911181595,0.15455717409383693,1273.5775476554707,35.68721826726581,0.19154268145500083,0.9899803126289007,0.9949786924182609,2.7834174633026123
C-4,26.926179381879273,0.14424136770201637,1099.8959640920773,33.16467946614406,0.17750382490128996,0.9910234157630915,0.9955209722216479,2.7834174633026123
C-5,57.538369243152616,0.2904417438557868,5016.459193193263,70.82696656777885,0.35719707646542753,0.9499596711633442,0.9748358074686215,2.7834174633026123
C-6,65.02100137408519,0.3396052320245738,6087.63917534409,78.02332455967311,0.407138626260405,0.934232649516303,0.966702186092878,2.7834174633026123
C-7,27.533095104739914,0.1486874993114884,1372.4845877623302,37.04705909734712,0.2010057550405198,0.987874434737014,0.9940177904528366,2.7834174633026123
C-8,22.41199951010583,0.11861054489548145,816.6224710006209,28.57660705893233,0.15107858041692654,0.9938811367388873,0.9969738940221948,2.7834174633026123
C-9,21.861697455500373,0.11775217833098453,798.2907223292489,28.254039044519793,0.15227506387756662,0.9930535242109029,0.9965266763249516,2.7834174633026123
C-10,59.495340624644584,0.30533391619990075,5121.1576817339965,71.56226436980594,0.3674423063910995,0.94607219570055,0.9727814417742701,2.7834174633026123
C-11,58.94574238563149,0.319377279131719,5045.00060328883,71.02816767514723,0.38486427052162875,0.9478373176184699,0.9735907640153822,2.7834174633026123
C-12,31.55451056597045,0.17707749495173747,1612.8584847308707,40.160409419363134,0.22446019717850973,0.9860587831059088,0.993030508518837,2.7834174633026123
C-13,35.53933721812704,0.19689628764146339,1943.955560123852,44.090311408787436,0.24412907609242984,0.9845744142302669,0.9922842393486323,2.7834174633026123
C-14,31.974112774095072,0.17799136856639192,1639.8101489534558,40.494569376071354,0.22499406001617167,0.9845955922955976,0.9922917993045122,2.7834174633026123
C-15,49.01102156526231,0.26166039258227064,3571.8291956035123,59.764782235054724,0.31968464843906624,0.9535197792615723,0.9766307771881106,2.7834174633026123
