OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2
fluxQ1,0.0012,0.4805,0.0,0.0013,0.5184,0.9049
fluxQ2,0.0005,0.2152,0.0,0.0007,0.2666,0.9747
fluxQ3,0.0005,0.1891,0.0,0.0006,0.2363,0.98
fluxQ4,0.0007,0.2962,0.0,0.0009,0.3458,0.9573
