OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2,PCC,CONVERSION_TIME
K-eff,0.009200300111813463,1.0756327000014891,0.00019054810952170268,0.013803916455908545,1.766566513149993,0.9757785968448855,0.9879527438445243,5.548825979232788
Max3Pin,0.31332421605854377,7.796185879531011,0.2263482852227926,0.4757607436756343,11.445316941517236,0.9118997381014138,0.9557840296053802,5.548825979232788
Max4Pin,0.3306905415299332,7.9201724608595,0.26013220998146264,0.5100315774356159,11.605044207111966,0.9123291324710229,0.9559367691674182,5.548825979232788
F-delta-H,0.03288554462465245,2.1125905719952964,0.002119021100440687,0.04603282633556935,2.9003433366148395,0.9501520490724418,0.9750919008532793,5.548825979232788
Max-Fxy,0.014621703562114296,0.8012840689570583,0.000502638489158074,0.022419600557504898,1.2647957112755062,0.7796449897404212,0.9049371836502595,5.548825979232788
