OUTPUT,MAE,MAPE,MSE,RMSE,RMSPE,R2
K-eff,0.008994035,1.0076270438730717,0.00014362292,0.011984278,1.450472604483366,0.9817434549331665
Max3Pin,0.15216991,3.281386196613312,0.13871649,0.37244663,8.132484555244446,0.9460081458091736
Max4Pin,0.1647052,3.440883383154869,0.17053287,0.41295624,8.622781932353973,0.9425262808799744
F-delta-H,0.019218136,1.2269883416593075,0.0010088732,0.031762764,1.9557097926735878,0.9762672185897827
Max-Fxy,0.013086314,0.7330272812396288,0.001199193,0.034629364,2.04961821436882,0.47427797317504883
